,name,online_order,book_table,rate,votes,location,rest_type,cuisines,approx_cost(for two people),listed_in(type)
1455,Bombay Kulfis,Yes,No,3.5,9,Bannerghatta Road,Dessert Parlor,Ice Cream,200,Delivery
1456,Willys Top Cafe,Yes,No,4.0,308,Jayanagar,Cafe,"Cafe, Continental, Asian",750,Delivery
1457,Mist n Creams,Yes,No,3.7,15,Bannerghatta Road,Dessert Parlor,Ice Cream,400,Delivery
1458,Papacream,Yes,No,3.7,17,JP Nagar,Dessert Parlor,"Desserts, Ice Cream",350,Delivery
1459,Woody's,Yes,No,2.6,208,JP Nagar,Casual Dining,"Chinese, South Indian, North Indian",650,Delivery
1460,JP Fish Land,Yes,No,3.6,24,BTM,Quick Bites,Seafood,300,Delivery
1461,Pepper Crown Restaurant,Yes,No,3.2,7,Bannerghatta Road,Casual Dining,"Continental, North Indian, Chinese",700,Delivery
1462,Pizza Paradise,Yes,No,3.6,59,JP Nagar,Quick Bites,Pizza,500,Delivery
1464,The Curry Hut Plus,Yes,No,3.4,116,Bannerghatta Road,Casual Dining,"North Indian, South Indian, Chinese",400,Delivery
1465,Brews N Bites,Yes,No,2.7,48,Bannerghatta Road,"Quick Bites, Cafe","Chinese, Fast Food, Cafe, Street Food, Finger Food",650,Delivery
1466,Skytouch Le Cafe,Yes,No,3.7,127,JP Nagar,Cafe,"Cafe, Italian, Desserts",700,Delivery
1467,Malabar Mess,No,No,3.7,43,Bannerghatta Road,Mess,Kerala,250,Delivery
1468,Malabar Cafe,Yes,No,3.3,4,Bannerghatta Road,Quick Bites,"South Indian, Kerala, Biryani",400,Delivery
1469,Tangra Indo - Chinese Cuisine,Yes,No,3.6,29,Jayanagar,Food Court,"Chinese, Thai",400,Delivery
1470,Juice Junction,Yes,No,2.9,19,JP Nagar,Beverage Shop,"Juices, Fast Food",150,Delivery
1471,Mudpipe Cafe,Yes,Yes,3.9,727,JP Nagar,Cafe,"Cafe, Continental, North Indian",800,Delivery
1472,Xpress Chai,Yes,No,3.3,6,BTM,"Beverage Shop, Quick Bites","Tea, Fast Food",150,Delivery
1473,Vaho Kafe & Pressery,No,No,3.9,125,Bannerghatta Road,Cafe,"Cafe, Healthy Food, Asian, Italian, North Indian, Biryani, Juices",500,Delivery
1474,Zhangs Classic,Yes,No,2.6,170,Bannerghatta Road,Casual Dining,"Italian, Chinese, Japanese",600,Delivery
1475,Biryani Rooh-e-Khaas,Yes,No,0.0,0,Bannerghatta Road,Quick Bites,"Biryani, Mughlai",400,Delivery
1476,Guru Greens,No,No,3.8,89,Bannerghatta Road,Casual Dining,"North Indian, Chinese",550,Delivery
1477,D View Cafe,Yes,No,4.0,507,JP Nagar,"Cafe, Quick Bites","Cafe, Italian, Chinese, Beverages",1000,Delivery
1478,The Cuboidal,Yes,No,3.6,16,BTM,Quick Bites,"Fast Food, Beverages, Sandwich",300,Delivery
1479,Delifusion - Hunger Sorted,Yes,No,3.3,6,Bannerghatta Road,Quick Bites,"Continental, Chinese, North Indian",500,Delivery
1480,Flavour of China,Yes,No,3.8,254,BTM,Casual Dining,Chinese,550,Delivery
1481,Al-Marhaba Restaurant,Yes,No,0.0,0,BTM,Quick Bites,"Arabian, Chinese, North Indian, Rolls, Momos",400,Delivery
1482,Gujrati Mess,Yes,No,3.6,18,JP Nagar,Mess,Gujarati,200,Delivery
1483,Heaven 2 Oven,Yes,No,0.0,0,BTM,Quick Bites,Chinese,300,Delivery
1484,Cake-O-Mania,Yes,No,3.4,7,Bannerghatta Road,"Takeaway, Delivery","Bakery, Desserts",300,Delivery
1485,The Park Inn Restaurant,No,No,3.0,18,Bannerghatta Road,Quick Bites,"North Indian, Chinese",450,Delivery
1486,Green Go,Yes,No,0.0,0,Bannerghatta Road,Beverage Shop,"Beverages, Juices",200,Delivery
1487,The Cravery,Yes,No,2.6,18,JP Nagar,Cafe,"Continental, Burger, Beverages, Cafe, Italian, Rolls",500,Delivery
1488,Eagle Ridge,No,Yes,3.2,8,Bannerghatta Road,Casual Dining,"South Indian, North Indian, Chinese",700,Delivery
1489,Vidya Cafe,Yes,No,3.2,4,JP Nagar,Quick Bites,"Burger, Fast Food, Desserts, Sandwich",300,Delivery
1490,Northern Bites,No,No,0.0,0,Bannerghatta Road,Quick Bites,"Chinese, North Indian, Biryani",350,Delivery
1491,Kabab Treat,Yes,No,2.8,334,Bannerghatta Road,Casual Dining,"North Indian, Chinese",500,Delivery
1492,Limra Hotel,Yes,No,3.3,26,BTM,Quick Bites,"Chinese, North Indian",300,Delivery
1493,Punjabi Unplugged,Yes,No,0.0,0,Bannerghatta Road,Quick Bites,North Indian,500,Delivery
1494,Cafe Arabica,No,No,3.8,69,Bannerghatta Road,"Cafe, Bakery","Cafe, Bakery",700,Delivery
1496,Pizza On The Way,No,No,0.0,0,Bannerghatta Road,Quick Bites,Pizza,300,Delivery
1497,Smoor,Yes,No,3.6,18,Bannerghatta Road,Dessert Parlor,"Desserts, Cafe, Beverages",900,Delivery
1498,Kafe Nook,Yes,No,3.6,35,BTM,Quick Bites,Fast Food,300,Delivery
1499,Kumbha Bhojanam,No,No,3.6,11,Bannerghatta Road,Food Court,Andhra,300,Delivery
1500,Yummerica Fries,No,No,3.3,16,BTM,Quick Bites,"Fast Food, Beverages",300,Delivery
1501,Frozen Bottle,Yes,No,3.6,59,JP Nagar,Beverage Shop,"Beverages, Desserts, Ice Cream",400,Delivery
1502,Casa Piccosa,Yes,Yes,4.1,842,JP Nagar,"Casual Dining, Bar","South American, Continental, Italian",1100,Delivery
1503,Rolls On Wheels,No,No,3.4,25,Bannerghatta Road,Quick Bites,"Fast Food, Rolls, Momos",300,Delivery
1504,Bake Addiction,Yes,No,4.0,88,JP Nagar,Bakery,"Bakery, Desserts",500,Delivery
1505,Tongue Twisters,Yes,No,3.5,283,BTM,Quick Bites,"Bengali, North Indian, Oriya",350,Delivery
1506,Hot Rolls & House Of Kebabs,Yes,No,3.1,55,JP Nagar,Quick Bites,"Rolls, Kebab, Biryani",200,Delivery
1507,Aami Kolkata,No,No,3.3,5,Bannerghatta Road,Delivery,Bengali,600,Delivery
1509,Vaathsalya Millet Cafe,Yes,Yes,4.1,293,JP Nagar,Casual Dining,"Healthy Food, South Indian",500,Delivery
1510,Chaatimes,Yes,No,4.1,9,BTM,Quick Bites,"Street Food, Fast Food",250,Delivery
1511,Hungry Buddies,No,No,3.3,33,BTM,Quick Bites,North Indian,150,Delivery
1513,The Chaat Shop,No,No,3.2,9,BTM,Quick Bites,Street Food,100,Delivery
1514,TheRiceBowl.In,Yes,No,3.4,19,BTM,Takeaway,"Biryani, North Indian",200,Delivery
1515,Guru Garden,No,No,2.9,106,Bannerghatta Road,Casual Dining,"North Indian, Chinese",450,Delivery
1516,Cakes By M,No,No,3.4,7,Bannerghatta Road,Delivery,Bakery,500,Delivery
1517,Brewz Coffee,Yes,No,3.0,61,BTM,Cafe,Cafe,650,Delivery
1518,Fritz Haber,Yes,No,3.4,4,South Bangalore,Delivery,"Ice Cream, Desserts",450,Delivery
1519,Athithi,No,No,2.8,80,Bannerghatta Road,Casual Dining,"Andhra, Biryani, Chinese, North Indian",650,Delivery
1520,Shee-Sha Cafe,No,Yes,3.6,39,Bannerghatta Road,"Cafe, Casual Dining","Cafe, North Indian, Chinese, Continental",800,Delivery
1522,Melt - Eden Park,Yes,Yes,4.0,347,JP Nagar,Casual Dining,"North Indian, Chinese, Thai, Mughlai, Seafood",1000,Delivery
1523,Roll N Rock,Yes,No,3.7,33,JP Nagar,Quick Bites,"Chinese, North Indian, Mughlai, Rolls",400,Delivery
1524,Smooth Blender,Yes,No,3.4,7,Bannerghatta Road,Beverage Shop,Beverages,300,Delivery
1525,Sri Bhagya Grand,Yes,No,3.4,186,Bannerghatta Road,Casual Dining,"South Indian, North Indian, Chinese, Street Food, Beverages",450,Delivery
1526,Shree Guru Juice 'N' Ice,Yes,No,3.3,5,Bannerghatta Road,Quick Bites,"Fast Food, Chinese, Beverages",250,Delivery
1527,Bhavya Military Hotel,No,No,3.5,18,Bannerghatta Road,Quick Bites,South Indian,300,Delivery
1528,Neals Cafe,No,No,3.1,14,Bannerghatta Road,Quick Bites,"North Indian, Chinese",550,Delivery
1529,Flavorsome Bakes,No,No,4.0,93,Bannerghatta Road,"Takeaway, Delivery","Bakery, Desserts",800,Delivery
1530,Bake-ooh,No,No,3.7,17,Bannerghatta Road,"Takeaway, Delivery",Bakery,350,Delivery
1531,The Yummy Tummy,No,No,3.5,13,Bannerghatta Road,Quick Bites,"North Indian, Street Food",200,Delivery
1532,Mast Kalandar,No,No,2.4,183,Bannerghatta Road,Delivery,North Indian,450,Delivery
1534,Sultan's Biryani,No,No,3.0,12,Bannerghatta Road,Delivery,"Biryani, North Indian",700,Delivery
1535,Halli Sogasu,No,No,3.0,15,Bannerghatta Road,Casual Dining,"South Indian, Andhra",600,Delivery
1538,Crepe Nation,Yes,No,3.8,12,South Bangalore,Food Truck,"Fast Food, Desserts",300,Delivery
1539,RICE BAR,No,No,3.1,7,Bannerghatta Road,Delivery,"North Indian, Biryani",500,Delivery
1540,Kanika Biryani Paradise,No,No,3.4,15,Bannerghatta Road,Casual Dining,"North Indian, Andhra, Biryani",700,Delivery
1541,Resto,No,No,3.7,40,Bannerghatta Road,Quick Bites,"Chinese, North Indian, Fast Food, Momos",350,Delivery
1542,New Tandoori Point,No,No,3.3,9,Bannerghatta Road,Quick Bites,"North Indian, Chinese",600,Delivery
1543,Shiv Sagar,No,No,2.9,85,Bannerghatta Road,Quick Bites,"South Indian, Street Food",250,Delivery
1544,Little Shangai,No,No,3.3,4,Bannerghatta Road,Food Court,"Chinese, North Indian, Fast Food",400,Delivery
1545,Nadella's Kitchen,No,No,3.3,4,Bannerghatta Road,Quick Bites,"North Indian, Biryani",300,Delivery
1546,Uncle's Kitchen,No,No,2.8,12,Bannerghatta Road,Quick Bites,"North Indian, Chinese, Fast Food",450,Delivery
1548,Coastal Inn,No,No,3.4,66,Bannerghatta Road,Casual Dining,"Chinese, North Indian, Seafood",800,Delivery
1549,Mom's Momos,No,No,3.3,6,Bannerghatta Road,Quick Bites,Chinese,300,Delivery
1550,Aishwarya Parkland,No,No,2.9,59,Bannerghatta Road,Casual Dining,"Chinese, North Indian",500,Delivery
1551,Slice of Spice,No,No,3.1,4,Bannerghatta Road,Quick Bites,"North Indian, Chinese",400,Delivery
1552,Bao and Rolls,No,No,3.6,19,Bannerghatta Road,Quick Bites,"Rolls, Kebab, Fast Food",250,Delivery
1553,Andhra Bhojanam,No,No,3.6,21,Bannerghatta Road,Casual Dining,"North Indian, South Indian, Andhra",600,Delivery
1556,Kanchan Dhaba,No,No,3.2,4,Bannerghatta Road,Quick Bites,"North Indian, Chinese",350,Delivery
1557,Encyclofoodia,No,No,3.9,26,Bannerghatta Road,Quick Bites,"Kerala, North Indian",350,Delivery
1558,Bella?s Kitchen,No,No,2.9,31,Bannerghatta Road,Casual Dining,"Chinese, Seafood, North Indian",600,Delivery
1559,Food Feast Multicusine Restaurant,No,No,3.3,16,Bannerghatta Road,Quick Bites,"North Indian, Chinese, Hyderabadi",600,Delivery
1560,Bangalir Rannaghar,No,No,2.9,58,Bannerghatta Road,Quick Bites,"Bengali, North Indian, Chinese",250,Delivery
1561,Sai Samosa & Chat Corner,No,No,3.3,9,Bannerghatta Road,"Takeaway, Delivery","Fast Food, Street Food",200,Delivery
1562,Lalchee's Rasoi,No,No,3.6,162,Bannerghatta Road,Casual Dining,"North Indian, Chinese",500,Delivery
1563,Kailash Parbat,No,No,2.7,67,Bannerghatta Road,Food Court,"North Indian, Street Food",300,Delivery
1568,Dream's Kitchen,No,No,3.1,7,Bannerghatta Road,Casual Dining,"North Indian, Andhra, Chinese",700,Delivery
1570,Tandoor Hut,No,No,2.2,90,Bannerghatta Road,Casual Dining,"North Indian, Chinese",750,Delivery
1571,The Chocolatiers,No,No,3.5,14,Bannerghatta Road,Dessert Parlor,Desserts,150,Delivery
1572,Ballava,No,No,3.3,5,Bannerghatta Road,Quick Bites,"North Indian, South Indian",400,Delivery
1573,Zaika Take Away,No,No,2.4,96,Bannerghatta Road,Casual Dining,"North Indian, Chinese, Thai",500,Delivery
1579,Snackiey,No,No,3.5,11,Bannerghatta Road,Quick Bites,North Indian,250,Delivery
1587,Sandwich Mamas,No,No,3.2,4,Bannerghatta Road,Quick Bites,Fast Food,300,Delivery
1588,The Shake Factory Originals,No,No,3.3,8,Bannerghatta Road,"Beverage Shop, Quick Bites","Beverages, Fast Food",200,Delivery
1589,Foodiction,No,No,2.9,54,Bannerghatta Road,Quick Bites,"North Indian, Fast Food, Chinese, Burger",500,Delivery
1590,Hotel Lakshmi Paradise,No,No,3.3,7,Bannerghatta Road,Quick Bites,"North Indian, Mughlai",400,Delivery
1595,Desi Bites,No,No,3.3,4,Bannerghatta Road,Food Court,Street Food,200,Delivery
1596,Shiv Sai,No,No,3.2,4,Bannerghatta Road,Quick Bites,North Indian,400,Delivery
1597,Dastarkhan,No,No,0.0,0,Bannerghatta Road,Quick Bites,Mughlai,400,Delivery
1617,Northway Cuisine,No,No,0.0,0,Bannerghatta Road,Quick Bites,"North Indian, Chinese",350,Delivery
1621,The Ocean Kitchen,No,No,0.0,0,Bannerghatta Road,Quick Bites,"North Indian, Chinese, Seafood, South Indian",200,Delivery
1622,Smooth,No,No,0.0,0,Bannerghatta Road,Food Court,"Desserts, Ice Cream",200,Delivery
1624,D2V Cafe,No,No,3.6,13,Bannerghatta Road,Cafe,Cafe,700,Delivery
1625,The Juicy,Yes,No,3.5,13,JP Nagar,Beverage Shop,"Beverages, Juices",100,Delivery
1626,Feast and Burp,No,No,3.3,4,Bannerghatta Road,Quick Bites,North Indian,300,Delivery
1631,Zengi Pub & Restaurant,Yes,No,3.7,30,BTM,"Pub, Casual Dining","Finger Food, Continental, Chinese",900,Delivery
1632,Cafe Indiana,No,No,3.5,17,Bannerghatta Road,"Quick Bites, Dessert Parlor","Fast Food, Desserts",600,Delivery
1633,Cafe Choco Craze,No,No,3.7,9,Bannerghatta Road,Cafe,"Cafe, Fast Food, Desserts",400,Delivery
1638,Multi Cakes,No,No,3.0,9,Bannerghatta Road,Bakery,"Bakery, Desserts",200,Delivery
1639,Bhukkad,No,No,3.1,7,Bannerghatta Road,Quick Bites,"Healthy Food, Fast Food",250,Delivery
1642,Malhar Maharashtrian Cuisine,Yes,No,4.0,101,Bannerghatta Road,Casual Dining,Maharashtrian,500,Delivery
1643,Mandi,Yes,Yes,3.8,560,JP Nagar,Casual Dining,North Indian,800,Delivery
1644,Pallavi North Indian Veg Restaurant,Yes,No,3.7,243,JP Nagar,Casual Dining,"Biryani, North Indian, Chinese",450,Delivery
1645,Restro Cafe,Yes,No,3.8,30,Jayanagar,Cafe,Cafe,400,Delivery
1646,Idly Pidly,Yes,No,3.2,148,Bannerghatta Road,Quick Bites,South Indian,250,Delivery
1647,Vasudev Adiga's,No,No,2.3,291,Bannerghatta Road,Casual Dining,"South Indian, North Indian, Chinese, Street Food, Juices",250,Delivery
1649,TGI Fridays,Yes,Yes,3.9,1337,Bannerghatta Road,Lounge,"American, Burger, Italian, Steak",1700,Delivery
1650,Just Bake,Yes,No,2.6,22,Bannerghatta Road,"Bakery, Quick Bites","Bakery, Desserts",400,Delivery
1651,Earth Plate Express,Yes,No,3.9,33,JP Nagar,Food Court,"Italian, Continental",600,Delivery
1652,Gharelu Zaika,Yes,No,3.7,22,JP Nagar,Delivery,North Indian,250,Delivery
1653,Sardarji Londonwaley,No,No,0.0,0,Bannerghatta Road,Delivery,North Indian,450,Delivery
1654,Apsara Ice Cream,No,No,4.0,65,Bannerghatta Road,Dessert Parlor,"Ice Cream, Desserts",200,Delivery
1655,Jiyo Natural,No,No,3.6,14,South Bangalore,Delivery,"Healthy Food, North Indian",300,Delivery
1658,Zyksha,No,No,3.4,9,South Bangalore,Food Truck,Fast Food,200,Delivery
1659,Biryani Times,No,No,3.5,16,JP Nagar,Quick Bites,Biryani,300,Delivery
1664,Targaryen's Kitchen,Yes,No,3.6,43,JP Nagar,Casual Dining,"Chinese, North Indian, Mughlai",600,Delivery
1665,Sakshi,Yes,No,3.0,38,Bannerghatta Road,Casual Dining,"North Indian, Biryani, Chinese, Seafood",550,Delivery
1666,MK Dabbawala,No,No,3.0,22,Bannerghatta Road,Delivery,North Indian,400,Delivery
1667,Desi Vibes,Yes,No,3.7,46,BTM,Casual Dining,North Indian,400,Delivery
1668,Polar Bear,Yes,No,0.0,0,CV Raman Nagar,Dessert Parlor,Ice Cream,150,Delivery
1670,The French Loaf,Yes,No,2.9,25,Bannerghatta Road,"Bakery, Quick Bites","Bakery, Desserts, Sandwich",400,Delivery
1671,Kulfi & More,Yes,No,3.7,46,BTM,Dessert Parlor,"Ice Cream, Desserts, Juices",150,Delivery
1672,Dal Roti,Yes,No,3.7,117,JP Nagar,Quick Bites,North Indian,150,Delivery
1673,Deja Vu Resto Bar,Yes,Yes,4.4,2487,Bannerghatta Road,Pub,"North Indian, Italian",900,Delivery
1674,Jhasaa,Yes,No,3.2,8,BTM,"Takeaway, Delivery","Seafood, Salad, North Indian, Biryani, Chinese",500,Delivery
1676,Status,Yes,No,3.2,66,Bannerghatta Road,Casual Dining,"North Indian, Chinese",600,Delivery
1677,Juice Fresco & Pizza,Yes,No,3.4,12,JP Nagar,"Quick Bites, Beverage Shop","Beverages, Pizza",300,Delivery
1678,BMR Hyderabad Biryani,Yes,No,3.6,24,BTM,"Takeaway, Delivery",Biryani,400,Delivery
1680,Dakshin Food Palace,Yes,No,3.7,42,JP Nagar,Casual Dining,"South Indian, North Indian, Chinese",450,Delivery
1681,Darjeeling Momo Adda,Yes,No,3.1,81,Bannerghatta Road,Quick Bites,"Chinese, Tibetan, North Indian, Momos",200,Delivery
1682,Bottle Breacher,No,Yes,4.1,1187,JP Nagar,"Casual Dining, Pub","Italian, Continental",1200,Delivery
1683,Special Biriyani,Yes,No,2.9,4,JP Nagar,Quick Bites,"North Indian, Biryani",300,Delivery
1685,Sattvam,No,No,4.3,353,JP Nagar,Casual Dining,"North Indian, South Indian",1200,Delivery
1687,The Tucck Box,Yes,No,3.4,7,JP Nagar,Quick Bites,"Chinese, South Indian",300,Delivery
1688,Swad Plaza,Yes,No,3.4,6,BTM,Quick Bites,"North Indian, Chinese",400,Delivery
1690,Sweet Chariot,Yes,No,2.8,25,Bannerghatta Road,Dessert Parlor,"Bakery, Desserts, Fast Food",500,Delivery
1692,Desi Aahar,Yes,No,0.0,0,BTM,Quick Bites,"North Indian, Chinese, Seafood",400,Delivery
1693,Bhojan@99,Yes,No,0.0,0,Bannerghatta Road,Quick Bites,Fast Food,200,Delivery
1694,Kesariya,No,Yes,4.2,1212,JP Nagar,Casual Dining,Rajasthani,1200,Delivery
1695,Swad Restaurant,Yes,No,3.7,115,BTM,Casual Dining,"Chinese, North Indian",550,Delivery
1696,Checkpost,Yes,No,4.1,952,JP Nagar,Casual Dining,"South Indian, Seafood, Rolls, Beverages",400,Delivery
1697,Nourich,No,Yes,0.0,0,JP Nagar,Casual Dining,"Continental, Chinese, North Indian, Asian, Healthy Food, Fast Food",800,Delivery
1698,Karavali Grand,Yes,Yes,0.0,0,JP Nagar,Casual Dining,"North Indian, Seafood",600,Delivery
1699,Mango Greens,No,Yes,3.9,49,JP Nagar,Casual Dining,"North Indian, Continental, Chinese",900,Delivery
1700,Nandhini Paradise,No,No,3.8,915,JP Nagar,Casual Dining,North Indian,600,Delivery
1701,New Kabab Plaza,Yes,No,3.7,135,BTM,Casual Dining,"North Indian, Chinese",500,Delivery
1702,Coastal Mama,No,Yes,4.1,466,JP Nagar,Casual Dining,"Konkan, Mangalorean, North Indian, Seafood",700,Delivery
1703,Wudfyr,Yes,No,0.0,0,JP Nagar,Quick Bites,"Fast Food, Italian, North Indian, Steak",700,Delivery
1704,Waah Biryani,No,No,3.8,115,JP Nagar,Quick Bites,"North Indian, Chinese, Biryani",350,Delivery
1705,Rara Avis,No,No,3.9,61,JP Nagar,"Takeaway, Delivery","Kerala, Seafood, Biryani, Desserts",400,Delivery
1706,Chillz,No,No,3.5,9,JP Nagar,Quick Bites,"Fast Food, Juices, Street Food",100,Delivery
1707,Sri Lakshmi Curries & Pickles,No,No,2.9,60,JP Nagar,Casual Dining,"Andhra, Biryani",400,Delivery
1708,Baskin Robbins,No,No,3.9,86,JP Nagar,Dessert Parlor,Ice Cream,250,Delivery
1709,The Punjabi Rasoi,No,No,0.0,0,JP Nagar,Casual Dining,North Indian,800,Delivery
1710,Royal Chef Naati Oota,No,No,4.0,193,JP Nagar,Casual Dining,"South Indian, Biryani, North Indian",500,Delivery
1712,Vasantha Grand,No,No,0.0,0,JP Nagar,Quick Bites,"South Indian, North Indian, Chinese",250,Delivery
1713,Cafe Hops,No,No,3.7,24,JP Nagar,Dessert Parlor,"Desserts, Bakery",300,Delivery
1714,Flow - Terrace Bar & Grill,No,No,3.8,82,JP Nagar,"Lounge, Bar","Pizza, Continental, North Indian, Chinese",1000,Delivery
1715,Ningi Family Restaurant,No,No,3.5,10,JP Nagar,Quick Bites,"South Indian, Biryani, Chinese",400,Delivery
1716,Lassi Corner,No,No,0.0,0,JP Nagar,Beverage Shop,"Beverages, Desserts",200,Delivery
1717,Advika Briyani Center,No,No,3.4,8,JP Nagar,Delivery,Biryani,300,Delivery
1718,Chill Magic,No,No,0.0,0,JP Nagar,Beverage Shop,"Juices, Beverages",200,Delivery
1719,Sai Jagannath Food and Chats Point,No,No,3.8,23,Bommanahalli,Quick Bites,"South Indian, Chinese",300,Delivery
1720,Joey's,No,No,3.7,43,BTM,Quick Bites,"Chinese, Fast Food",300,Delivery
1721,Sree Krishna Kafe,No,No,3.9,115,JP Nagar,Quick Bites,South Indian,200,Delivery
1722,Dilish Kitchens,No,No,3.7,28,BTM,Casual Dining,"North Indian, Chinese",500,Delivery
1723,Daily Bread,No,No,3.2,63,JP Nagar,"Bakery, Quick Bites","Bakery, Fast Food, Italian",600,Delivery
1724,Shanmukha,No,No,3.1,39,JP Nagar,"Takeaway, Delivery","Biryani, Seafood, Chinese, Charcoal Chicken",400,Delivery
1725,Jaganath Restaurant And Hotel,No,No,3.2,8,JP Nagar,Quick Bites,North Indian,300,Delivery
1726,Thayee Touch,No,No,3.6,30,JP Nagar,Casual Dining,"North Indian, Chinese, South Indian",450,Delivery
1727,Eten,No,No,3.8,32,JP Nagar,Delivery,"Salad, Healthy Food",600,Delivery
1728,Owl's Kitchen,No,No,3.1,44,BTM,Delivery,"North Indian, Chinese",500,Delivery
1729,Kakal Kai Ruchi,No,No,3.9,30,JP Nagar,Casual Dining,"South Indian, North Indian, Chinese",450,Delivery
1730,Hearts Unlock Cafe,No,No,3.2,11,BTM,Cafe,"Cafe, Healthy Food",500,Delivery
1731,Blue Berry Restaurant,No,No,2.9,17,BTM,Casual Dining,"North Indian, Kerala, Chinese",600,Delivery
1735,Deccan Spice,No,No,3.5,65,JP Nagar,Casual Dining,"North Indian, South Indian, Biryani",750,Delivery
1736,Desi Wok,No,No,2.7,76,BTM,Quick Bites,"North Indian, Chinese",500,Delivery
1737,Namana Garden,No,No,2.6,75,BTM,Quick Bites,"North Indian, South Indian, Chinese, Street Food",400,Delivery
1738,Day N Night Kitchen,No,No,3.2,35,BTM,Delivery,"Biryani, Chinese, North Indian",450,Delivery
1739,Andhra Grills,No,No,3.0,55,JP Nagar,Casual Dining,"Andhra, North Indian, Biryani",800,Delivery
1740,Appam Centre,No,No,3.2,4,JP Nagar,Quick Bites,Kerala,200,Delivery
1742,Sea Horse,No,No,3.4,9,JP Nagar,Casual Dining,"South Indian, Chinese",400,Delivery
1743,Sang Grail,No,No,3.6,34,JP Nagar,Quick Bites,Healthy Food,300,Delivery
1753,Petoo,No,No,3.7,48,JP Nagar,Casual Dining,"North Indian, Fast Food, Street Food",800,Delivery
1754,Night Panda,No,No,2.9,39,JP Nagar,"Takeaway, Delivery","Fast Food, North Indian, Chinese",500,Delivery
1756,E2 - Entre Envoy,No,No,3.5,13,BTM,Delivery,"Chinese, North Indian, Biryani",550,Delivery
1757,Aha Juice Bar,No,No,3.6,13,BTM,Beverage Shop,"Beverages, Fast Food",200,Delivery
1764,Tasty Restaurant,No,No,0.0,0,JP Nagar,Quick Bites,"Kerala, South Indian, Chinese",300,Delivery
1769,Tandoori Spot,No,No,3.5,13,JP Nagar,Quick Bites,"North Indian, Chinese",500,Delivery
1770,Night Hunger,No,No,3.1,6,JP Nagar,Delivery,North Indian,350,Delivery
1773,Nutri Fit,No,No,0.0,0,JP Nagar,"Takeaway, Delivery",Healthy Food,300,Delivery
1774,New Kabab Plaza,No,No,0.0,0,BTM,Casual Dining,"Biryani, North Indian",300,Delivery
1775,Padosi Apke Apne,No,No,0.0,0,JP Nagar,Quick Bites,"South Indian, Chinese, North Indian",300,Delivery
1776,Grill On Wheels,No,No,0.0,0,JP Nagar,Quick Bites,"North Indian, Chinese, BBQ, Arabian, Fast Food",400,Delivery
1778,Chicken Dera,No,No,3.0,25,JP Nagar,Quick Bites,"Mughlai, Kebab, Biryani",400,Delivery
1779,Cocoa 'n' Crme,No,No,3.5,11,JP Nagar,Bakery,"Bakery, Desserts",250,Delivery
1791,Thirsty Tiger,No,Yes,3.5,51,JP Nagar,"Bar, Casual Dining","Continental, Finger Food",1300,Delivery
1792,Bay Root,No,No,3.7,24,BTM,Quick Bites,"North Indian, Arabian",400,Delivery
1793,BTM Cakes,Yes,No,3.3,8,BTM,Bakery,"Bakery, Desserts",400,Delivery
1794,Spicy World,Yes,No,3.4,7,JP Nagar,"Takeaway, Delivery",North Indian,200,Delivery
1796,Shiv Sagar,No,No,3.6,10,Bannerghatta Road,Food Court,"South Indian, Beverages",400,Delivery
